Date,Time,Food Name,Serving Size,Serving Qty,Serving Weight (g),Calories (kcal),Fat (g),Carbs (g),Protein (g),Alcohol (g),"B12, Cobalamin (mcg)","B1, Thiamine (mg)","B2, Riboflavin (mg)","B3, Niacin (mg)","B5, Pantothenic Acid (mg)","B6, Pyridoxine (mg)",Caffeine (mg),Calcium (mg),Cholesterol (mg),Choline (mg),Copper (mg),Cysteine (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Saturated Fat (g),Trans Fat (g),Fiber (g),Folate (mcg),Histidine (g),Iron (mg),Isoleucine (g),Leucine (g),Lysine (g),Magnesium (mg),Manganese (mg),Methionine (g),Omega-3 ALA (g),Omega-3 DHA (g),Omega-3 EPA (g),Omega-3 (g),Omega-6 (g),Phenylalanine (g),Phosphorus (mg),Potassium (mg),Selenium (mcg),Sodium (mg),Starch (g),Sugars (g),Sugars Added (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Vitamin A (mcg),Vitamin C (mg),Vitamin D (mcg),Vitamin E (mg),Vitamin K (mcg),Water (g),Zinc (mg)
2025-11-25,7:49 AM,farfalle,g,100,1,158,1,31,6,,,0.3,0.1,1.7,0.1,0,,7,,6,0.1,0.1,0.1,0.3,0.2,,1.8,73,0.1,1.3,0.2,0.4,0.1,18,0.3,0.1,0,,,,,0.3,58,44,26.4,1,26,0.6,,0.2,0.1,0.1,0.3,,,,0.1,,62,0.5
2025-11-25,7:49 AM,pesto,g,30,1,125,11,3,3,,,0.1,0.2,0.2,0.5,0,,91.8,,,0,,6.6,2,2.1,0,0.5,4.8,,0.2,,,,14.1,0.2,,0.4,,0,,,,81.9,168,,180.9,0.7,1.9,,,,,,,,,2.2,45.3,12,0.4
2025-11-25,12:44 PM,Medium Banana,medium,1,126,110,0,29,1,,,,,,,,,,,,,,,,,,4,,,0.4,,,,,,,,,,,,,,400,,,,21,,,,,,,9,,,,,
2025-11-25,1:43 PM,grilled chicken breast,oz,4,28.33,168,4,0,33,,0.2,0.1,0.3,12.5,1.7,1.1,,6.8,120,122,0,0.4,1.5,0.8,1.1,0,,,1.2,0.5,1.6,2.8,3.2,35.1,0,0.9,0,0,0,,,1.3,282.2,476,48.1,243.7,,,,1.5,0.4,1.2,1.7,,,,0.4,,75,0.9
2025-11-25,1:43 PM,sriracha aioli,g,15,1,80,9,1,0,,0,0,0,0,0,0,,1.5,5,4,0,0,1.9,5.1,1.3,0,0.1,1.2,0,0.1,0,0,0,0.6,0,0,0.6,0,,,,0,3.5,10.6,0.3,115.4,,0.4,,0,0,0,0,,1,,0.5,18.8,5,0
2025-11-25,1:43 PM,teriyaki sauce,g,20,1,18,0,3,1,,,0,0,0.3,0,0,,5,,4,0,,,,,,0,1.6,,0.3,,,,12.2,,,,,,,,,30.8,45,0.2,766.6,,2.8,,,,,,,,,,,14,0
2025-11-25,1:45 PM,Handmade Steam Mantou,g,60,1,84,1,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,
2025-11-25,5:51 PM,Focaccia Bread,g,50,1,153,5,23,3,,0,0.3,0.2,2.2,0.2,0,,8.1,,3,0.1,0.1,3.4,0.7,0.7,,1.1,52.3,0.1,1.7,0.1,0.2,0.1,8.8,0.2,0.1,0,,,0,0.6,0.2,35.8,48.2,4.7,403.6,,0.1,,0.1,0,0.1,0.1,0.6,0.1,,0.7,2.9,23,0.3
2025-11-25,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-25,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-25,8:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-25,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-25,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-25,8:27 PM,Trader Joeâs Uncured Pepperoni Pizza,pizza,1.25,100,310,12,35,16,,,,,,,,,230,30,,,,,,6,,1,,,1.5,,,,,,,,,,,,,,250,,640,,4,,,,,,,,2.1,,,,
2025-11-25,8:49 PM,Homemade Chocolate Chip Cookies,oz,1,28.35,138,8,16,2,,0,0.1,0.1,0.4,0.1,0,,10.8,20,,0.1,0,2.3,1.3,4,,,9.4,0,0.7,0.1,0.1,0.1,15.6,0.2,0,,0,,,,0.1,28.4,62.7,3.2,96.7,,,,0.1,0,0.1,0.1,39.4,0.1,,,,2,0.3
2025-11-25,8:50 PM,"Milk, Whole",g,40,1,24,1,2,1,,0.2,0,0.1,0,0.1,0,,49.2,5,7,0,0,0.3,0,0.7,,,,0,,0.1,0.1,0.1,4.8,,0,0,,0,0,0,0.1,40.4,60,0.8,15.2,,1.9,,0.1,0,0.1,0.1,12.6,,0.4,0,0.1,35,0.2
2025-11-26,6:00 AM,Homemade Chocolate Chip Cookies,oz,1,28.35,138,8,16,2,,0,0.1,0.1,0.4,0.1,0,,10.8,20,,0.1,0,2.3,1.3,4,,,9.4,0,0.7,0.1,0.1,0.1,15.6,0.2,0,,0,,,,0.1,28.4,62.7,3.2,96.7,,,,0.1,0,0.1,0.1,39.4,0.1,,,,2,0.3
2025-11-26,11:00 AM,"Zucchini, Raw",large,0.25,323,14,0,3,1,,,0,0.1,0.4,0.2,0.1,,12.9,,8,0,0,0,0.1,0.1,,0.8,19.4,0,0.3,0,0.1,0.1,14.5,0.1,0,0,,,0,0,0,30.7,210.8,0.2,6.5,,2,,0,0,0,0,8.1,14.5,,0.1,3.5,77,0.3
2025-11-26,11:13 AM,brown rice,cup,0.75,195,164,1,34,3,,,0.1,0,1.9,0.6,0.2,,14.6,,,0.1,0,0.4,0.4,0.2,,2.6,5.8,0.1,0.8,0.1,0.3,0.1,64.3,1.6,0.1,,,,,,0.2,112.6,115.5,,1.5,,,,0.1,0,0.1,0.2,,,,,,107,0.9
2025-11-26,11:13 AM,grilled chicken breast,oz,8,28.33,335,8,0,67,,0.5,0.2,0.5,25.1,3.4,2.2,,13.6,240,244,0.1,0.7,3,1.6,2.3,0,,,2.5,1,3.3,5.5,6.4,70.3,0,1.7,0,0,0,,,2.7,564.4,952,96.1,487.3,,,,3,0.8,2.4,3.5,,,,0.7,,151,1.9
2025-11-26,2:00 PM,Homemade Chocolate Chip Cookies,oz,1,28.35,138,8,16,2,,0,0.1,0.1,0.4,0.1,0,,10.8,20,,0.1,0,2.3,1.3,4,,,9.4,0,0.7,0.1,0.1,0.1,15.6,0.2,0,,0,,,,0.1,28.4,62.7,3.2,96.7,,,,0.1,0,0.1,0.1,39.4,0.1,,,,2,0.3
2025-11-26,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-26,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-26,8:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-26,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-26,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-26,8:13 PM,Five Cheese Tortellini,cup,1,100,270,8,37,13,,,,,,,,,178,50,,,,,,5,,3,,,1,,,,,,,,,,,,,,200,,510,,3,,,,,,,,,,,,
2025-11-26,8:14 PM,Ground Turkey Cooked,g,120,1,244,12,0,33,,1.6,0.1,0.3,10.5,1.4,0.8,,33.6,112,94,0.2,0.3,4.2,3.5,3.2,,,8.4,1,1.8,1.5,2.7,2.9,36,0,1,0.2,0,0,0.2,3,1.3,304.8,352.8,37.3,93.6,,,,1.5,0.4,1.2,1.5,28.8,,0.2,0.1,,75,3.7
2025-11-26,8:23 PM,Triple Chocolate Creme Cake,g,45,1,163,8,21,2,,,,,,,,,17.4,25,,,,,,3.9,,0.6,,,0.6,,,,,,,,,,,,,,62.4,,163.1,,14.6,,,,,,,,,,,,
2025-11-27,8:38 AM,Organic Plain Whole Milk Yogurt W/Probiotics,serving,1,170,120,7,8,6,,,,,,,,,210,25,,,,,,4.5,,,,,0.1,,,,,,,,,,,,,,280,,85,,6,,,,,,,,1.9,,,,
2025-11-27,8:39 AM,Chicken Breast Grilled Boneless Skinless,g,144,1,213,5,0,42,,0.3,0.1,0.3,16,2.1,1.4,,8.6,153,156,0,0.4,1.9,1,1.5,,,,1.6,0.6,2.1,3.5,4.1,44.6,0,1.1,0,0,0,0,0.8,1.7,358.6,604.8,61.1,309.6,,,,1.9,0.5,1.5,2.2,14.4,,,0.5,,96,1.2
2025-11-27,8:39 AM,blueberries,g,30,1,17,0,4,0,,,0,0,0.1,0,0,,1.8,,2,0,0,0,0,0,,0.7,1.8,0,0.1,0,0,0,1.8,0.1,0,,,,,,0,3.6,23.1,0,0.3,0,3,,0,0,0,0,,2.9,,0.2,5.8,25,0
2025-11-27,8:39 AM,honey,g,10,1,30,0,8,0,,,,0,0,0,0,,0.6,,0,0,0,,,,,0,0.2,0,0,0,0,0,0.2,0,0,,,,,,0,0.4,5.2,0.1,0.4,,8.2,,0,0,0,0,,0.1,,,,2,0
2025-11-27,8:39 AM,pecans,g,10,1,69,7,1,1,,,0.1,0,0.1,0.1,0,,7,,4,0.1,0,4.1,2.2,0.6,,1,2.2,0,0.3,0,0.1,0,12.1,0.4,0,,,,,,0,27.7,41,0.4,,0,0.4,,0,0,0,0,,0.1,,0.1,0.3,0,0.5
2025-11-27,1:00 PM,"Milk, Whole",oz,2,28.35,34,2,3,2,,0.3,0,0.1,0.1,0.2,0,,69.7,7,10,0,0,0.4,0.1,1.1,,,,0.1,,0.1,0.2,0.2,6.8,,0.1,0,,0,0,0.1,0.1,57.3,85,1.1,21.5,,2.6,,0.1,0,0.1,0.1,17.9,,0.5,0,0.2,50,0.2
2025-11-27,2:58 PM,Gravy Brown Dry,tbsp,1,6,22,1,4,1,,0,0,0,0.2,0,0,,7.9,0,,0,,0.3,0,0.2,,0.1,1.9,,0.1,,,,2,0,,,,,,,,12.2,15.7,0.4,290.4,,,,,,,,0.5,0,,,,0,0.1
2025-11-27,2:58 PM,broccoli,g,100,1,35,0,7,2,,,0.1,0.1,0.6,0.6,0.2,,40,,40,0.1,0,0,0.2,0.1,,3.3,108,0.1,0.7,0.1,0.1,0.2,21,0.2,0,,,,,,0.1,67,293,1.6,41,,1.4,,0.1,0,0.1,0.1,,64.9,,1.4,141.1,89,0.5
2025-11-27,2:58 PM,butter,g,20,1,143,16,0,0,,0,0,0,0,0,0,,4.8,43,4,,0,4.2,0.6,10.3,0.6,,0.6,0,0,0,0,0,0.4,,0,0.1,,,,,0,4.8,4.8,0.2,128.6,,0,,0,0,0,0,,,,0.5,1.4,3,0
2025-11-27,2:58 PM,dinner roll,roll (1 oz),1,28,76,2,13,2,,,0.1,0.1,1.1,0.1,0,,49.3,,5,0,0.1,0.9,0.3,0.4,,1.1,16.8,0.1,1,0.1,0.2,0.1,10.1,0.3,0,,,,,,0.1,29.1,32.2,9.2,146.7,,0.5,,0.1,0,0.1,0.1,,,,0.1,0.8,10,0.3
2025-11-27,2:58 PM,ham,g,50,1,70,3,1,11,,0.3,0.2,0.1,3.3,0.5,0.2,,2,32,42,0.1,0.1,1,0.3,0.5,0,,0.5,0.5,0.4,0.5,0.9,0.9,11,0,0.3,0,,,,,0.4,154,172.5,20.6,488.5,,0.5,,0.5,0.1,0.4,0.6,,,,0.1,,34,0.9
2025-11-27,2:58 PM,turkey breast,g,200,1,294,4,0,60,,0.8,0.1,0.4,23.5,1.8,1.6,,18,160,169,0.1,0.5,1.3,1.1,1.2,0,,18,1.5,1.4,1.5,3.7,4.5,64,0,1.4,0,0,0,,,1.7,460,498,60.4,198,,,,2,0.6,1.6,1.7,,,,0.1,,136,3.4
2025-11-27,3:15 PM,apple pie,g,45,1,107,5,15,1,,0,0,0,0.1,0.1,0,,5,,3,0,0,2,1,1.7,,0.7,12.2,0,0.2,0,0.1,0,3.1,0.1,0,,,,,,0,10.8,29.3,0.5,90.5,,7,,0,0,0,0,,1.4,,0.7,1.6,23,0.1
2025-11-27,4:23 PM,peanut butter cookie,g,35,1,159,9,19,3,,0,0.1,0.1,1.4,0.2,0,,29.8,23,14,0.1,0,2.9,1.2,3.7,0.2,0.8,22.7,0.1,0.6,0.1,0.2,0.1,13.7,0.2,0,0,0,,,,0.1,44,72.2,4.3,139.8,0.3,11.5,,0.1,0,0.1,0.1,,,,0.6,0.5,4,0.3
2025-11-27,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-27,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-27,8:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-27,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-27,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-28,8:00 AM,Homemade Chocolate Chip Cookies,oz,0.5,28.35,69,4,8,1,,0,0,0,0.2,0,0,,5.4,10,,0.1,0,1.2,0.6,2,,,4.7,0,0.4,0,0.1,0,7.8,0.1,0,,0,,,,0,14.2,31.3,1.6,48.3,,,,0,0,0,0,19.7,0,,,,1,0.1
2025-11-28,8:00 AM,Kinder Bueno,wafer,0.75,20,83,5,8,2,,,,,,,,,35.3,4,,,,,,2.3,,,,,,,,,,,,,,,,,,,51,,18.8,,6.8,,,,,,,,,,,,
2025-11-28,8:00 AM,eggs,large,2.5,50,179,12,1,16,,1.1,0.1,0.6,0.1,1.9,0.2,,70,465,367,0.1,0.3,4.6,2.4,3.9,0,,58.8,0.4,2.2,0.8,1.4,1.1,15,0,0.5,0,0.1,,,,0.8,247.5,172.5,38.4,177.5,,0.5,,0.7,0.2,0.6,1.1,,,,1.3,0.4,95,1.6
2025-11-28,8:00 AM,foccacia,g,73,1,182,6,26,6,,,0.3,0.2,2.7,0.5,0.1,,25.6,,2,0.1,,4.1,0.7,0.6,,1.3,100.7,,2.3,,,,14.6,0.3,,,,,,,,93.4,83.2,11.6,409.5,,1.3,,,,,,,,,1,4.2,34,1
2025-11-28,8:00 AM,olive oil,g,5,1,44,5,0,0,,,,,,,,,0.1,,0,,,3.6,0.5,0.7,,,,,0,,,,,,,,,,,,,,0.1,,0.1,,,,,,,,,,,0.7,3,,
2025-11-28,8:00 AM,whole milk,oz,4,30.5,74,4,6,4,,0.5,0.1,0.2,0.1,0.5,0,,137.9,12,17,0,0,1,0.2,2.3,,,6.1,0.1,0,0.2,0.4,0.3,12.2,0,0.1,,,,,,0.2,102.5,161,4.5,52.5,,6.2,,0.2,0,0.2,0.3,,,,0.1,0.4,108,0.5
2025-11-28,2:49 PM,chicken,oz,2,28.34,125,7,0,14,,0.4,0,0.1,4,0.6,0.2,,7.4,53,,0,0.2,3,1.6,2.1,,,13,0.4,0.9,0.7,1,1.1,11.3,0,0.4,,0,0,,,0.5,101.4,115.6,8.9,40.2,,,,0.6,0.2,0.4,0.7,,0.2,,,,35,1
2025-11-28,2:49 PM,corn tortilla,tortilla,0.5,24,26,0,5,1,,,0,0,0.2,0,0,,9.7,,2,0,0,0.1,0.2,0.1,,0.8,0.6,0,0.1,0,0.1,0,8.6,0,0,,,,,,0,37.7,22.3,0.7,5.4,,0.1,,0,0,0,0,,,,0,,6,0.2
2025-11-28,2:49 PM,onion,medium,0.5,94,21,0,5,1,,,0,0,0.1,0.1,0.1,,10.3,,3,0,0,0,0,0,,0.7,7,0,0.1,0,0,0,5.2,0.1,0,,,,,,0,16.4,78,0.3,1.4,,2.2,,0,0,0,0,,2.4,,0,0.2,41,0.1
2025-11-28,2:49 PM,shrimp,oz,2,28.34,67,1,1,13,,0.9,0,0,1.5,0.3,0.1,,51.6,120,77,0.1,0.2,0.2,0.3,0.3,,,13.6,0.3,0.2,0.6,1.1,1.2,21,0,0.4,,0.1,0.1,,,0.6,173.4,96.3,28.1,536.6,,,,0.5,0.1,0.5,0.6,,,,1.2,0.2,41,0.9
2025-11-28,2:49 PM,sour cream,tbsp,1,12,24,2,1,0,,0,0,0,0,0.1,0,,12.1,7,2,0,0,0.6,0.1,1.2,0.1,,0.7,0,0,0,0,0,1.2,0,0,0,0,0,,,0,9.1,15,0.4,3.7,,0.4,,0,0,0,0,,0.1,,0,0.2,9,0
2025-11-28,2:49 PM,steak,oz,2,28.34,158,10,0,15,,1,0,0.1,4,0.3,0.3,,9.6,55,56,0,0.2,4.4,0.4,4.1,,,4.5,0.5,1,0.7,1.2,1.3,11.9,0,0.4,,,,,,0.6,110.5,179.1,15.9,29.5,,,,0.6,0.1,0.5,0.7,,,,0.3,0.9,31,2.6
2025-11-28,2:49 PM,tortilla chips,chip,15,3,212,9,31,3,,0.2,0.1,0,0.4,0.1,0.1,,47.7,,9,0,,2.5,4.8,1.3,,2.4,5.4,,0.7,,,,37.8,0.2,,0.1,,,,,,101.3,81.9,2,147.6,28.1,0.4,,,,,,,,,1.6,9.4,1,0.6
2025-11-28,7:08 PM,Coronita Extra,ml,207,0.48,87,0,8,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-28,7:08 PM,M & M's Peanut Butter,piece,9,2.2,104,6,12,2,,0.1,0,0,0.5,0.1,0,2,16,2,5,0.1,0,1.7,0.7,3,,0.7,11.1,0,0.2,0.1,0.1,0.1,13.4,0.1,0,0,,,0,0.6,0.1,35.3,61.3,1.2,42.8,,9.7,8.7,0.1,0,0.1,0.1,7.4,0.1,,0.4,0.8,0,0.3
2025-11-28,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-28,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-28,8:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-28,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-28,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-28,9:06 PM,foccacia,g,73,1,182,6,26,6,,,0.3,0.2,2.7,0.5,0.1,,25.6,,2,0.1,,4.1,0.7,0.6,,1.3,100.7,,2.3,,,,14.6,0.3,,,,,,,,93.4,83.2,11.6,409.5,,1.3,,,,,,,,,1,4.2,34,1
2025-11-28,9:06 PM,tortellini,g,50,1,154,4,24,7,,0.1,0.2,0.2,1.3,,0,,76,21,3,0,,1,0.2,1.8,,0.9,37,,0.8,,,,10.5,,,,0,,,,,106,44.5,11.9,203,,0.5,,,,,,,,,0.1,0.7,15,0.5
2025-11-28,9:06 PM,turkey,g,50,1,95,4,0,14,,0.5,0,0.1,4.8,0.5,0.3,,7,55,44,0,0.1,1.3,1.1,1.1,0,,4.5,0.4,0.5,0.4,1,1.1,15,0,0.4,0.1,0,0,,,0.5,111.5,119.5,14.9,51.5,,,,0.5,0.1,0.4,0.5,,,,0,,32,1.2
2025-11-29,6:56 AM,Homemade Chocolate Chip Cookies,oz,0.5,28.35,69,4,8,1,,0,0,0,0.2,0,0,,5.4,10,,0.1,0,1.2,0.6,2,,,4.7,0,0.4,0,0.1,0,7.8,0.1,0,,0,,,,0,14.2,31.3,1.6,48.3,,,,0,0,0,0,19.7,0,,,,1,0.1
2025-11-29,6:56 AM,"Milk, Whole",oz,2,28.35,34,2,3,2,,0.3,0,0.1,0.1,0.2,0,,69.7,7,10,0,0,0.4,0.1,1.1,,,,0.1,,0.1,0.2,0.2,6.8,,0.1,0,,0,0,0.1,0.1,57.3,85,1.1,21.5,,2.6,,0.1,0,0.1,0.1,17.9,,0.5,0,0.2,50,0.2
2025-11-29,6:56 AM,Organic Plain Whole Milk Yogurt W/Probiotics,serving,1,170,120,7,8,6,,,,,,,,,210,25,,,,,,4.5,,,,,0.1,,,,,,,,,,,,,,280,,85,,6,,,,,,,,1.9,,,,
2025-11-29,6:56 AM,blueberries,g,42,1,24,0,6,0,,,0,0,0.2,0.1,0,,2.5,,3,0,0,0,0.1,0,,1,2.5,0,0.1,0,0,0,2.5,0.1,0,,,,,,0,5,32.3,0,0.4,0,4.2,,0,0,0,0,,4.1,,0.2,8.1,35,0.1
2025-11-29,6:56 AM,honey,g,5,1,15,0,4,0,,,,0,0,0,0,,0.3,,0,0,0,,,,,0,0.1,0,0,0,0,0,0.1,0,0,,,,,,0,0.2,2.6,0,0.2,,4.1,,0,0,0,0,,0,,,,1,0
2025-11-29,6:56 AM,pecans,g,40,1,276,29,6,4,,,0.3,0.1,0.5,0.3,0.1,,28,,16,0.5,0.1,16.3,8.6,2.5,,3.8,8.8,0.1,1,0.1,0.2,0.1,48.4,1.8,0.1,,,,,,0.2,110.8,164,1.5,,0.2,1.6,,0.1,0,0.1,0.2,,0.4,,0.6,1.4,1,1.8
2025-11-29,1:00 PM,"Rainbow Tricolor Gelatin Dessert, Rainbow Tricolor",serving,1,100,88,2,16,2,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,75,,15.8,,,,,,,,,,,,
2025-11-29,1:15 PM,Banh Mi (Vietamese Sandwich),sandwich,1,271,597,26,60,30,,0.2,0.8,0.5,12.6,1.2,0.6,,81.8,63,73,0.2,0.5,5.9,13.8,4.5,,3.6,141.1,0.8,4.9,1.4,2.1,1.9,58,0.7,0.7,1.6,0,0,1.6,12.1,1.3,262.7,420.1,44.7,1008.7,,9.4,2.2,1.1,0.4,0.8,1.4,126.7,14.4,0.1,1.7,53.8,151,2
2025-11-29,8:00 PM,"Broccoli, Cooked From Fresh",flower,1,10,4,0,1,0,,,0,0,0.1,0.1,0,,4,,4,0,0,0,0,0,,0.3,10.8,0,0.1,0,0,0,2.1,0,0,0,,,0,,0,6.7,29.3,0.2,4.1,,0.1,,0,0,0,0,7.7,6.5,,0.2,14.1,9,0
2025-11-29,8:00 PM,"Carrots, Raw",large baby,1,15,7,0,2,0,,,0,0,0.2,0,0,,4.5,,1,0,0,0,0,0,,0.5,5.5,0,0,0,0,0,1.8,0,0,0,,,0,,0,6,42,,13.1,,0.7,,0,0,0,0,125.3,0.9,,0.1,1.2,13,0
2025-11-29,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-29,8:00 PM,Creatine Ethyl Ester (Hcl),serving,1,3,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-29,8:00 PM,Double Strength Taurine 1000mg Dietary Supplement,capsule,1,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-29,8:00 PM,Ground Turkey Cooked,oz,8,28.35,460,24,0,62,,3,0.2,0.5,19.8,2.7,1.4,,63.5,211,177,0.3,0.7,7.8,6.6,6.1,,,15.9,1.8,3.4,2.8,5.1,5.6,68,0,1.8,0.3,0,0,0.4,5.7,2.4,576.1,666.8,70.5,176.9,,,,2.9,0.7,2.2,2.9,54.4,,0.5,0.2,,141,7.1
2025-11-29,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-29,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-29,8:00 PM,brown gravy,tbsp,1,14.56,8,0,1,1,,0,0,0,0.1,0,0,,0.9,0,1,0,,0.1,0,0.2,,0.1,0.3,,0.1,,,,0.3,0,,,,,,,,4.4,11.8,0.1,81.5,,0,,,,,,,,,0,0,13,0.1
2025-11-29,8:00 PM,egg,large,0.25,50,18,1,0,2,,0.1,0,0.1,0,0.2,0,,7,47,37,0,0,0.5,0.2,0.4,0,,5.9,0,0.2,0.1,0.1,0.1,1.5,0,0,0,0,,,,0.1,24.8,17.3,3.8,17.8,,0,,0.1,0,0.1,0.1,,,,0.1,0,10,0.2
2025-11-29,8:00 PM,egg,large,1,50,72,5,0,6,,0.4,0,0.2,0,0.8,0.1,,28,186,147,0,0.1,1.8,1,1.6,0,,23.5,0.2,0.9,0.3,0.5,0.5,6,0,0.2,0,0,,,,0.3,99,69,15.3,71,,0.2,,0.3,0.1,0.2,0.4,,,,0.5,0.1,38,0.6
2025-11-29,8:00 PM,panko,g,20,1,79,1,14,3,,0.1,0.2,0.1,1.3,0.1,0,,36.6,,3,0.1,0.1,0.2,0.4,0.2,,0.9,21.4,0.1,1,0.1,0.2,0.1,8.6,0.2,0,,,,,,0.1,33,39.2,5,146.4,11.9,1.2,,0.1,0,0.1,0.1,,,,0,1.3,1,0.3
2025-11-29,8:00 PM,rice,g,100,1,130,0,28,3,,,0,0,0.4,0.4,0.1,,10,,2,0.1,0.1,0.1,0.1,0.1,,0.4,3,0.1,0.2,0.1,0.2,0.1,12,0.5,0.1,,,,,,0.1,43,35,7.5,1,,0.1,,0.1,0,0.1,0.2,,,,0,,68,0.5
2025-11-30,6:00 AM,Power Cakes Flapjack & Waffle Mix,g,63,1,226,2,36,17,,,,,,,,,249.6,12,,,,,,,,5.9,,,2,,,,,,,,,,,,,,214,,451.7,,3.6,,,,,,,,,,,,
